# imt log
s logheadsize 000243
s logcolumns 7
s logname /home/testac/lgames/fitts/20180821_Tue/Player_151456_active.dat
s logversion 2.0
s logdate "Tue Aug 21 15:14:56 EDT 2018"
s logidate 1534878896

# begin user data

# end user data

#####
1842.000000 -0.022823 -0.009828 -0.000374 0.000371 0.000000 0.000000
1843.000000 -0.022823 -0.009828 -0.000191 0.000189 0.000000 0.000000
1844.000000 -0.022823 -0.009828 -0.000097 0.000096 0.000000 0.000000
1845.000000 -0.022823 -0.009828 -0.000050 0.000049 7.000000 0.032000
1846.000000 -0.022823 -0.009828 -0.000025 0.000025 7.000000 0.032000
1847.000000 -0.022823 -0.009828 -0.000013 0.000013 7.000000 0.032000
1848.000000 -0.022823 -0.009828 -0.000007 0.000006 7.000000 0.032000
1849.000000 -0.022823 -0.009828 -0.000003 0.000003 7.000000 0.032000
1850.000000 -0.022823 -0.009828 -0.000002 0.000002 7.000000 0.032000
1851.000000 -0.022823 -0.009828 -0.000001 0.000001 7.000000 0.032000
1852.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1853.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1854.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1855.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1856.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1857.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1858.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1859.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1860.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1861.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1862.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1863.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1864.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1865.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1866.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1867.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1868.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1869.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1870.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
1871.000000 -0.022823 -0.009828 -0.000000 0.000000 7.000000 0.032000
