# imt log
s logheadsize 000234
s logcolumns 7
s logname /home/testac/lgames/fitts/20180717_Tue/run1.152955.dat
s logversion 2.0
s logdate "Tue Jul 17 15:29:55 EDT 2018"
s logidate 1531855795

# begin user data

# end user data

#####
989.000000 -0.002064 0.000158 0.000000 -0.000000 0.000000 0.000000
990.000000 -0.002064 0.000158 0.000000 -0.000000 0.000000 0.000000
991.000000 -0.002064 0.000158 0.000000 -0.000000 7.000000 0.033000
992.000000 -0.002064 0.000158 0.000000 -0.000000 7.000000 0.033000
993.000000 -0.002064 0.000158 0.000000 -0.000000 7.000000 0.033000
994.000000 -0.002064 0.000158 0.000000 -0.000000 7.000000 0.033000
995.000000 -0.002064 0.000158 0.000000 -0.000000 7.000000 0.033000
996.000000 -0.002051 0.000195 0.000653 0.001796 7.000000 0.033000
997.000000 -0.002051 0.000195 0.000985 0.002711 7.000000 0.033000
998.000000 -0.002038 0.000231 0.001155 0.003177 7.000000 0.033000
999.000000 -0.002051 0.000195 0.000588 0.001619 7.000000 0.033000
1000.000000 -0.002051 0.000195 -0.000353 -0.000971 7.000000 0.033000
1001.000000 -0.002051 0.000195 -0.000180 -0.000495 7.000000 0.033000
1002.000000 -0.002051 0.000195 -0.000092 -0.000252 7.000000 0.033000
1003.000000 -0.002051 0.000195 -0.000047 -0.000128 7.000000 0.033000
1004.000000 -0.002051 0.000195 -0.000024 -0.000065 7.000000 0.033000
1005.000000 -0.002051 0.000195 -0.000012 -0.000033 7.000000 0.033000
1006.000000 -0.002051 0.000195 -0.000006 -0.000017 7.000000 0.033000
1007.000000 -0.002051 0.000195 -0.000003 -0.000009 7.000000 0.033000
1008.000000 -0.002051 0.000195 -0.000002 -0.000004 7.000000 0.033000
1009.000000 -0.002051 0.000195 -0.000001 -0.000002 7.000000 0.033000
1010.000000 -0.002051 0.000195 -0.000000 -0.000001 7.000000 0.033000
1011.000000 -0.002051 0.000195 -0.000000 -0.000001 7.000000 0.033000
1012.000000 -0.002051 0.000195 -0.000000 -0.000000 7.000000 0.033000
