# imt log
s logheadsize 000244
s logcolumns 8
s logname /home/testac/lgames/fitts/20220322_Tue/Player_165743_passive.dat
s logversion 2.0
s logdate "Tue Mar 22 16:57:43 EDT 2022"
s logidate 1647982663

# begin user data

# end user data

#####
11547.000000 0.009511 -0.011377 -0.006625 0.034775 1.313513 -1.361879 0.000000
11548.000000 0.009470 -0.011195 -0.007370 0.035488 1.302588 -1.331955 0.000000
11549.000000 0.009429 -0.011014 -0.007752 0.035854 1.296021 -1.304609 0.000000
11550.000000 0.009375 -0.010870 -0.008601 0.034247 1.282394 -1.298814 0.000000
11551.000000 0.009294 -0.010653 -0.011015 0.035185 1.249394 -1.260811 0.000000
11552.000000 0.009253 -0.010471 -0.011593 0.037460 1.241329 -1.217374 0.000000
11553.000000 0.009213 -0.010290 -0.009908 0.036870 1.255063 -1.196991 0.000000
11554.000000 0.009199 -0.010181 -0.007724 0.033022 1.279847 -1.214770 0.000000
11555.000000 0.009158 -0.010000 -0.006613 0.031064 1.290340 -1.205511 0.000000
11556.000000 0.009158 -0.009854 -0.005397 0.031863 1.310382 -1.179121 0.000000
11557.000000 0.009117 -0.009673 -0.004779 0.032273 1.317098 -1.149986 0.000000
11558.000000 0.009076 -0.009492 -0.006446 0.034238 1.291102 -1.107728 0.000000
11559.000000 0.009009 -0.009383 -0.008595 0.031648 1.259075 -1.115113 0.000000
11560.000000 0.008927 -0.009166 -0.011669 0.032087 1.218396 -1.079337 0.000000
11561.000000 0.008873 -0.009021 -0.012584 0.034109 1.204471 -1.041920 0.000000
11562.000000 0.008832 -0.008840 -0.011075 0.033387 1.216038 -1.021310 0.000000
11563.000000 0.008832 -0.008694 -0.007682 0.033062 1.255617 -1.003117 0.000000
11564.000000 0.008778 -0.008549 -0.006601 0.031101 1.263552 -0.998802 0.000000
11565.000000 0.008737 -0.008368 -0.008031 0.031860 1.243416 -0.965214 0.000000
11566.000000 0.008696 -0.008186 -0.008112 0.034047 1.239414 -0.919252 0.000000
11567.000000 0.008614 -0.007969 -0.010130 0.036923 1.207736 -0.861200 0.000000
11568.000000 0.008587 -0.007896 -0.010476 0.033035 1.203244 -0.884880 0.000000
11569.000000 0.008493 -0.007715 -0.011298 0.029260 1.182624 -0.889677 0.000000
11570.000000 0.008452 -0.007534 -0.012401 0.032693 1.168306 -0.832020 0.000000
