# imt log
s logheadsize 000244
s logcolumns 8
s logname /home/testac/lgames/fitts/20220322_Tue/Player_150546_passive.dat
s logversion 2.0
s logdate "Tue Mar 22 15:05:46 EDT 2022"
s logidate 1647975946

# begin user data

# end user data

#####
2076.000000 -0.001312 0.002982 -0.000005 -0.000015 -0.323748 0.733679 0.000000
2077.000000 -0.001312 0.002982 -0.000003 -0.000008 -0.324181 0.735834 0.000000
2078.000000 -0.001312 0.002982 -0.000001 -0.000004 -0.324723 0.737664 0.000000
2079.000000 -0.001272 0.002945 0.001931 -0.001808 -0.170332 0.591902 0.000000
2080.000000 -0.001272 0.002945 0.002915 -0.002727 -0.126537 0.549557 0.000000
2081.000000 -0.001272 0.002945 0.001485 -0.001390 -0.197017 0.619762 0.000000
2082.000000 -0.001272 0.002945 0.000757 -0.000708 -0.250506 0.671918 0.000000
2083.000000 -0.001272 0.002945 0.000386 -0.000361 -0.282908 0.703355 0.000000
2084.000000 -0.001272 0.002945 0.000196 -0.000184 -0.300600 0.720821 0.000000
2085.000000 -0.001272 0.002945 0.000100 -0.000094 -0.310064 0.730558 0.000000
2086.000000 -0.001272 0.002945 0.000051 -0.000048 -0.315223 0.736263 0.000000
2087.000000 -0.001272 0.002945 0.000026 -0.000024 -0.318171 0.739899 0.000000
2088.000000 -0.001272 0.002945 0.000013 -0.000012 -0.319987 0.742475 0.000000
2089.000000 -0.001272 0.002945 0.000007 -0.000006 -0.321226 0.744512 0.000000
2090.000000 -0.001272 0.002945 0.000003 -0.000003 -0.322170 0.746272 0.000000
2091.000000 -0.001272 0.002945 0.000002 -0.000002 -0.322963 0.747892 0.000000
2092.000000 -0.001272 0.002945 0.000001 -0.000001 -0.323679 0.749439 0.000000
2093.000000 -0.001272 0.002945 0.000000 -0.000000 -0.324356 0.750950 0.000000
2094.000000 -0.001272 0.002945 0.000000 -0.000000 -0.325013 0.752442 0.000000
2095.000000 -0.001272 0.002945 0.000000 -0.000000 -0.325660 0.753924 0.000000
2096.000000 -0.001272 0.002945 0.000000 -0.000000 -0.326301 0.755402 0.000000
2097.000000 -0.001233 0.002908 0.001932 -0.001806 -0.166343 0.604041 0.000000
2098.000000 -0.001233 0.002908 0.002916 -0.002726 -0.120953 0.560031 0.000000
2099.000000 -0.001233 0.002908 0.001486 -0.001389 -0.193956 0.632706 0.000000
2100.000000 -0.001233 0.002908 0.000757 -0.000708 -0.249347 0.686664 0.000000
2101.000000 -0.001233 0.002908 0.000386 -0.000361 -0.282884 0.719153 0.000000
2102.000000 -0.001233 0.002908 0.000196 -0.000184 -0.301175 0.737170 0.000000
2103.000000 -0.001233 0.002908 0.000100 -0.000094 -0.310939 0.747183 0.000000
2104.000000 -0.001233 0.002908 0.000051 -0.000048 -0.316242 0.753019 0.000000
2105.000000 -0.001233 0.002908 0.000026 -0.000024 -0.319254 0.756713 0.000000
2106.000000 -0.001233 0.002908 0.000013 -0.000012 -0.321093 0.759310 0.000000
2107.000000 -0.001233 0.002908 0.000007 -0.000006 -0.322333 0.761348 0.000000
2108.000000 -0.001233 0.002908 0.000003 -0.000003 -0.323269 0.763100 0.000000
2109.000000 -0.001233 0.002908 0.000002 -0.000002 -0.324048 0.764706 0.000000
2110.000000 -0.001233 0.002908 0.000001 -0.000001 -0.324747 0.766238 0.000000
2111.000000 -0.001233 0.002908 0.000000 -0.000000 -0.325406 0.767731 0.000000
2112.000000 -0.001233 0.002908 0.000000 -0.000000 -0.326044 0.769206 0.000000
2113.000000 -0.001233 0.002908 0.000000 -0.000000 -0.326671 0.770670 0.000000
2114.000000 -0.001233 0.002908 0.000000 -0.000000 -0.327293 0.772130 0.000000
2115.000000 -0.001233 0.002908 0.000000 -0.000000 -0.327913 0.773586 0.000000
2116.000000 -0.001233 0.002908 0.000000 -0.000000 -0.328530 0.775042 0.000000
2117.000000 -0.001233 0.002908 0.000000 -0.000000 -0.329147 0.776497 0.000000
2118.000000 -0.001233 0.002908 0.000000 -0.000000 -0.329764 0.777951 0.000000
2119.000000 -0.001233 0.002908 0.000000 -0.000000 -0.330381 0.779405 0.000000
2120.000000 -0.001233 0.002908 0.000000 -0.000000 -0.330997 0.780860 0.000000
2121.000000 -0.001233 0.002908 0.000000 -0.000000 -0.331614 0.782314 0.000000
2122.000000 -0.001193 0.002871 0.001932 -0.001806 -0.163810 0.623510 0.000000
2123.000000 -0.001193 0.002871 0.002916 -0.002726 -0.116179 0.577287 0.000000
2124.000000 -0.001193 0.002871 0.001486 -0.001389 -0.192689 0.653410 0.000000
2125.000000 -0.001193 0.002871 0.000757 -0.000708 -0.250724 0.709896 0.000000
2126.000000 -0.001193 0.002871 0.000386 -0.000361 -0.285839 0.743867 0.000000
2127.000000 -0.001193 0.002871 0.000197 -0.000184 -0.304967 0.762665 0.000000
